Location;XYZCOD;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18
I-15-21;X;"05W6TK;11.0";"05W6TK;11.0";"05W6TK;11.0";"05W6TK;11.0";"05W6TK;11.0";"05W6TK;11.0";"05W6TK;11.0";"05W6TK;11.0";"05W6TK;11.0";"05W6TK;11.0";"05W6TK;11.0";"05W6TK;11.0";"05W6TK;11.0";"05W6TK;11.0";"05W6TK;11.0";"05W6TK;11.0";"05W6TK;11.0";"05W6TK;11.0"
H-08-12;X;"KUFVRI;10.0";"KUFVRI;10.0";"KUFVRI;10.0";"KUFVRI;10.0";"KUFVRI;10.0";"KUFVRI;10.0";"KUFVRI;10.0";"KUFVRI;10.0";"KUFVRI;10.0";"KUFVRI;10.0";"KUFVRI;10.0";"KUFVRI;10.0";"KUFVRI;10.0";"KUFVRI;10.0";"KUFVRI;10.0";"KUFVRI;10.0";"KUFVRI;10.0";"KUFVRI;10.0"
J-09-21;X;"6M2FJM;10.0";"6M2FJM;10.0";"6M2FJM;10.0";"6M2FJM;10.0";"6M2FJM;10.0";"6M2FJM;10.0";"6M2FJM;10.0";"6M2FJM;10.0";"6M2FJM;10.0";"6M2FJM;10.0";"6M2FJM;10.0";"6M2FJM;10.0";"6M2FJM;10.0";"6M2FJM;10.0";"6M2FJM;10.0";"6M2FJM;10.0";"6M2FJM;10.0";"6M2FJM;10.0"
J-13-23;X;"AKP0A7;10.0";"AKP0A7;10.0";"AKP0A7;10.0";"AKP0A7;10.0";"AKP0A7;10.0";"AKP0A7;10.0";"AKP0A7;10.0";"AKP0A7;10.0";"AKP0A7;10.0";"AKP0A7;10.0";"AKP0A7;10.0";"AKP0A7;10.0";"AKP0A7;10.0";"AKP0A7;10.0";"AKP0A7;10.0";"AKP0A7;10.0";"AKP0A7;10.0";"AKP0A7;10.0"
H-16-12;X;"XUZJ74;10.0";"XUZJ74;10.0";"XUZJ74;10.0";"XUZJ74;10.0";"XUZJ74;10.0";"XUZJ74;10.0";"XUZJ74;10.0";"XUZJ74;10.0";"XUZJ74;10.0";"XUZJ74;10.0";"XUZJ74;10.0";"XUZJ74;10.0";"XUZJ74;10.0";"XUZJ74;10.0";"XUZJ74;10.0";"XUZJ74;10.0";"XUZJ74;10.0";"XUZJ74;10.0"
H-08-22;X;"AKP0A7;11.0";"AKP0A7;11.0";"AKP0A7;11.0";"AKP0A7;11.0";"AKP0A7;11.0";"AKP0A7;11.0";"AKP0A7;11.0";"AKP0A7;11.0";"AKP0A7;11.0";"AKP0A7;11.0";"AKP0A7;11.0";"AKP0A7;11.0";"AKP0A7;11.0";"AKP0A7;11.0";"AKP0A7;11.0";"AKP0A7;11.0";"AKP0A7;11.0";"AKP0A7;11.0"
H-16-22;X;"2T1DJM;9.0";"2T1DJM;9.0";"2T1DJM;9.0";"2T1DJM;9.0";"2T1DJM;9.0";"2T1DJM;9.0";"2T1DJM;9.0";"2T1DJM;9.0";"2T1DJM;9.0";"2T1DJM;9.0";"2T1DJM;9.0";"2T1DJM;9.0";"2T1DJM;9.0";"2T1DJM;9.0";"2T1DJM;9.0";"2T1DJM;9.0";"2T1DJM;9.0";"2T1DJM;9.0"
I-07-12;X;"AHR20O;9.0";"AHR20O;9.0";"AHR20O;9.0";"AHR20O;9.0";"AHR20O;9.0";"AHR20O;9.0";"AHR20O;9.0";"AHR20O;9.0";"AHR20O;9.0";"AHR20O;9.0";"AHR20O;9.0";"AHR20O;9.0";"AHR20O;9.0";"AHR20O;9.0";"AHR20O;9.0";"AHR20O;9.0";"AHR20O;9.0";"AHR20O;9.0"
I-08-13;X;"XUZJ74;11.0";"XUZJ74;11.0";"XUZJ74;11.0";"XUZJ74;11.0";"XUZJ74;11.0";"XUZJ74;11.0";"XUZJ74;11.0";"XUZJ74;11.0";"XUZJ74;11.0";"XUZJ74;11.0";"XUZJ74;11.0";"XUZJ74;11.0";"XUZJ74;11.0";"XUZJ74;11.0";"XUZJ74;11.0";"XUZJ74;11.0";"XUZJ74;11.0";"XUZJ74;11.0"
I-16-11;X;"KTDZY0;10.0";"KTDZY0;10.0";"KTDZY0;10.0";"KTDZY0;10.0";"KTDZY0;10.0";"KTDZY0;10.0";"KTDZY0;10.0";"KTDZY0;10.0";"KTDZY0;10.0";"KTDZY0;10.0";"KTDZY0;10.0";"KTDZY0;10.0";"KTDZY0;10.0";"KTDZY0;10.0";"KTDZY0;10.0";"KTDZY0;10.0";"KTDZY0;10.0";"KTDZY0;10.0"
I-15-12;X;"AKP0A7;10.5";"AKP0A7;10.5";"AKP0A7;10.5";"AKP0A7;10.5";"AKP0A7;10.5";"AKP0A7;10.5";"AKP0A7;10.5";"AKP0A7;10.5";"AKP0A7;10.5";"AKP0A7;10.5";"AKP0A7;10.5";"AKP0A7;10.5";"AKP0A7;10.5";"AKP0A7;10.5";"AKP0A7;10.5";"AKP0A7;10.5";"AKP0A7;10.5";"AKP0A7;10.5"
I-07-22;X;"05W6TK;12.0";"05W6TK;12.0";"05W6TK;12.0";"05W6TK;12.0";"05W6TK;12.0";"05W6TK;12.0";"05W6TK;12.0";"05W6TK;12.0";"05W6TK;12.0";"05W6TK;12.0";"05W6TK;12.0";"05W6TK;12.0";"05W6TK;12.0";"05W6TK;12.0";"05W6TK;12.0";"05W6TK;12.0";"05W6TK;12.0";"05W6TK;12.0"
I-08-23;X;"I1KDJ0;8.5";"I1KDJ0;8.5";"I1KDJ0;8.5";"I1KDJ0;8.5";"I1KDJ0;8.5";"I1KDJ0;8.5";"I1KDJ0;8.5";"I1KDJ0;8.5";"I1KDJ0;8.5";"I1KDJ0;8.5";"I1KDJ0;8.5";"I1KDJ0;8.5";"I1KDJ0;8.5";"I1KDJ0;8.5";"I1KDJ0;8.5";"I1KDJ0;8.5";"I1KDJ0;8.5";"I1KDJ0;8.5"
I-16-21;X;"TNAHD4;10.0";"TNAHD4;10.0";"TNAHD4;10.0";"TNAHD4;10.0";"TNAHD4;10.0";"TNAHD4;10.0";"TNAHD4;10.0";"TNAHD4;10.0";"TNAHD4;10.0";"TNAHD4;10.0";"TNAHD4;10.0";"TNAHD4;10.0";"TNAHD4;10.0";"TNAHD4;10.0";"TNAHD4;10.0";"TNAHD4;10.0";"TNAHD4;10.0";"TNAHD4;10.0"
I-15-22;X;"2T1DJM;9.5";"2T1DJM;9.5";"2T1DJM;9.5";"2T1DJM;9.5";"2T1DJM;9.5";"2T1DJM;9.5";"2T1DJM;9.5";"2T1DJM;9.5";"2T1DJM;9.5";"2T1DJM;9.5";"2T1DJM;9.5";"2T1DJM;9.5";"2T1DJM;9.5";"2T1DJM;9.5";"2T1DJM;9.5";"2T1DJM;9.5";"2T1DJM;9.5";"2T1DJM;9.5"
H-08-11;X;"I2B1FH;11.0";"I2B1FH;11.0";"I2B1FH;11.0";"I2B1FH;11.0";"I2B1FH;11.0";"I2B1FH;11.0";"I2B1FH;11.0";"I2B1FH;11.0";"I2B1FH;11.0";"I2B1FH;11.0";"I2B1FH;11.0";"I2B1FH;11.0";"I2B1FH;11.0";"I2B1FH;11.0";"I2B1FH;11.0";"I2B1FH;11.0";"I2B1FH;11.0";"I2B1FH;11.0"
J-07-13;X;"G8ASPE;10.0";"G8ASPE;10.0";"G8ASPE;10.0";"G8ASPE;10.0";"G8ASPE;10.0";"G8ASPE;10.0";"G8ASPE;10.0";"G8ASPE;10.0";"G8ASPE;10.0";"G8ASPE;10.0";"G8ASPE;10.0";"G8ASPE;10.0";"G8ASPE;10.0";"G8ASPE;10.0";"G8ASPE;10.0";"G8ASPE;10.0";"G8ASPE;10.0";"G8ASPE;10.0"
J-15-11;X;"Z8KPP8;10.0";"Z8KPP8;10.0";"Z8KPP8;10.0";"Z8KPP8;10.0";"Z8KPP8;10.0";"Z8KPP8;10.0";"Z8KPP8;10.0";"Z8KPP8;10.0";"Z8KPP8;10.0";"Z8KPP8;10.0";"Z8KPP8;10.0";"Z8KPP8;10.0";"Z8KPP8;10.0";"Z8KPP8;10.0";"Z8KPP8;10.0";"Z8KPP8;10.0";"Z8KPP8;10.0";"Z8KPP8;10.0"
H-16-13;X;"ZRCYSH;11.0";"ZRCYSH;11.0";"ZRCYSH;11.0";"ZRCYSH;11.0";"ZRCYSH;11.0";"ZRCYSH;11.0";"ZRCYSH;11.0";"ZRCYSH;11.0";"ZRCYSH;11.0";"ZRCYSH;11.0";"ZRCYSH;11.0";"ZRCYSH;11.0";"ZRCYSH;11.0";"ZRCYSH;11.0";"ZRCYSH;11.0";"ZRCYSH;11.0";"ZRCYSH;11.0";"ZRCYSH;11.0"
H-08-21;X;"2T1DJM;10.5";"2T1DJM;10.5";"2T1DJM;10.5";"2T1DJM;10.5";"2T1DJM;10.5";"2T1DJM;10.5";"2T1DJM;10.5";"2T1DJM;10.5";"2T1DJM;10.5";"2T1DJM;10.5";"2T1DJM;10.5";"2T1DJM;10.5";"2T1DJM;10.5";"2T1DJM;10.5";"2T1DJM;10.5";"2T1DJM;10.5";"2T1DJM;10.5";"2T1DJM;10.5"
J-07-23;X;"LXJQVG;11.0";"LXJQVG;11.0";"LXJQVG;11.0";"LXJQVG;11.0";"LXJQVG;11.0";"LXJQVG;11.0";"LXJQVG;11.0";"LXJQVG;11.0";"LXJQVG;11.0";"LXJQVG;11.0";"LXJQVG;11.0";"LXJQVG;11.0";"LXJQVG;11.0";"LXJQVG;11.0";"LXJQVG;11.0";"LXJQVG;11.0";"LXJQVG;11.0";"LXJQVG;11.0"
J-15-21;X;"IA7X1P;10.0";"IA7X1P;10.0";"IA7X1P;10.0";"IA7X1P;10.0";"IA7X1P;10.0";"IA7X1P;10.0";"IA7X1P;10.0";"IA7X1P;10.0";"IA7X1P;10.0";"IA7X1P;10.0";"IA7X1P;10.0";"IA7X1P;10.0";"IA7X1P;10.0";"IA7X1P;10.0";"IA7X1P;10.0";"IA7X1P;10.0";"IA7X1P;10.0";"IA7X1P;10.0"
H-16-23;X;"D05ZS7;9.0";"D05ZS7;9.0";"D05ZS7;9.0";"D05ZS7;9.0";"D05ZS7;9.0";"D05ZS7;9.0";"D05ZS7;9.0";"D05ZS7;9.0";"D05ZS7;9.0";"D05ZS7;9.0";"D05ZS7;9.0";"D05ZS7;9.0";"D05ZS7;9.0";"D05ZS7;9.0";"D05ZS7;9.0";"D05ZS7;9.0";"D05ZS7;9.0";"D05ZS7;9.0"
I-08-12;X;"8D9SAW;8.0";"8D9SAW;8.0";"8D9SAW;8.0";"8D9SAW;8.0";"8D9SAW;8.0";"8D9SAW;8.0";"8D9SAW;8.0";"8D9SAW;8.0";"8D9SAW;8.0";"8D9SAW;8.0";"8D9SAW;8.0";"8D9SAW;8.0";"8D9SAW;8.0";"8D9SAW;8.0";"8D9SAW;8.0";"8D9SAW;8.0";"8D9SAW;8.0";"8D9SAW;8.0"
I-07-11;X;"XUZJ74;9.0";"XUZJ74;9.0";"XUZJ74;9.0";"XUZJ74;9.0";"XUZJ74;9.0";"XUZJ74;9.0";"XUZJ74;9.0";"XUZJ74;9.0";"XUZJ74;9.0";"XUZJ74;9.0";"XUZJ74;9.0";"XUZJ74;9.0";"XUZJ74;9.0";"XUZJ74;9.0";"XUZJ74;9.0";"XUZJ74;9.0";"XUZJ74;9.0";"XUZJ74;9.0"
I-16-12;X;"JEGRCL;11.0";"JEGRCL;11.0";"JEGRCL;11.0";"JEGRCL;11.0";"JEGRCL;11.0";"JEGRCL;11.0";"JEGRCL;11.0";"JEGRCL;11.0";"JEGRCL;11.0";"JEGRCL;11.0";"JEGRCL;11.0";"JEGRCL;11.0";"JEGRCL;11.0";"JEGRCL;11.0";"JEGRCL;11.0";"JEGRCL;11.0";"JEGRCL;11.0";"JEGRCL;11.0"
I-15-13;X;"LXJQVG;9.0";"LXJQVG;9.0";"LXJQVG;9.0";"LXJQVG;9.0";"LXJQVG;9.0";"LXJQVG;9.0";"LXJQVG;9.0";"LXJQVG;9.0";"LXJQVG;9.0";"LXJQVG;9.0";"LXJQVG;9.0";"LXJQVG;9.0";"LXJQVG;9.0";"LXJQVG;9.0";"LXJQVG;9.0";"LXJQVG;9.0";"LXJQVG;9.0";"LXJQVG;9.0"
I-07-21;X;"KTDZY0;9.0";"KTDZY0;9.0";"KTDZY0;9.0";"KTDZY0;9.0";"KTDZY0;9.0";"KTDZY0;9.0";"KTDZY0;9.0";"KTDZY0;9.0";"KTDZY0;9.0";"KTDZY0;9.0";"KTDZY0;9.0";"KTDZY0;9.0";"KTDZY0;9.0";"KTDZY0;9.0";"KTDZY0;9.0";"KTDZY0;9.0";"KTDZY0;9.0";"KTDZY0;9.0"
I-08-22;X;"UNPPMJ;7.5";"UNPPMJ;7.5";"UNPPMJ;7.5";"UNPPMJ;7.5";"UNPPMJ;7.5";"UNPPMJ;7.5";"UNPPMJ;7.5";"UNPPMJ;7.5";"UNPPMJ;7.5";"UNPPMJ;7.5";"UNPPMJ;7.5";"UNPPMJ;7.5";"UNPPMJ;7.5";"UNPPMJ;7.5";"UNPPMJ;7.5";"UNPPMJ;7.5";"UNPPMJ;7.5";"UNPPMJ;7.5"
I-16-22;X;"B24J86;9.0";"B24J86;9.0";"B24J86;9.0";"B24J86;9.0";"B24J86;9.0";"B24J86;9.0";"B24J86;9.0";"B24J86;9.0";"B24J86;9.0";"B24J86;9.0";"B24J86;9.0";"B24J86;9.0";"B24J86;9.0";"B24J86;9.0";"B24J86;9.0";"B24J86;9.0";"B24J86;9.0";"B24J86;9.0"
I-15-23;X;"ZRCYSH;10.0";"ZRCYSH;10.0";"ZRCYSH;10.0";"ZRCYSH;10.0";"ZRCYSH;10.0";"ZRCYSH;10.0";"ZRCYSH;10.0";"ZRCYSH;10.0";"ZRCYSH;10.0";"ZRCYSH;10.0";"ZRCYSH;10.0";"ZRCYSH;10.0";"ZRCYSH;10.0";"ZRCYSH;10.0";"ZRCYSH;10.0";"ZRCYSH;10.0";"ZRCYSH;10.0";"ZRCYSH;10.0"
J-07-12;X;"8D9SAW;8.5";"8D9SAW;8.5";"8D9SAW;8.5";"8D9SAW;8.5";"8D9SAW;8.5";"8D9SAW;8.5";"8D9SAW;8.5";"8D9SAW;8.5";"8D9SAW;8.5";"8D9SAW;8.5";"8D9SAW;8.5";"8D9SAW;8.5";"8D9SAW;8.5";"8D9SAW;8.5";"8D9SAW;8.5";"8D9SAW;8.5";"8D9SAW;8.5";"8D9SAW;8.5"
J-15-12;X;"TNAHD4;9.0";"TNAHD4;9.0";"TNAHD4;9.0";"TNAHD4;9.0";"TNAHD4;9.0";"TNAHD4;9.0";"TNAHD4;9.0";"TNAHD4;9.0";"TNAHD4;9.0";"TNAHD4;9.0";"TNAHD4;9.0";"TNAHD4;9.0";"TNAHD4;9.0";"TNAHD4;9.0";"TNAHD4;9.0";"TNAHD4;9.0";"TNAHD4;9.0";"TNAHD4;9.0"
H-06-13;X;"6M2FJM;9.5";"6M2FJM;9.5";"6M2FJM;9.5";"6M2FJM;9.5";"6M2FJM;9.5";"6M2FJM;9.5";"6M2FJM;9.5";"6M2FJM;9.5";"6M2FJM;9.5";"6M2FJM;9.5";"6M2FJM;9.5";"6M2FJM;9.5";"6M2FJM;9.5";"6M2FJM;9.5";"6M2FJM;9.5";"6M2FJM;9.5";"6M2FJM;9.5";"6M2FJM;9.5"
J-07-22;X;"AHR20O;11.0";"AHR20O;11.0";"AHR20O;11.0";"AHR20O;11.0";"AHR20O;11.0";"AHR20O;11.0";"AHR20O;11.0";"AHR20O;11.0";"AHR20O;11.0";"AHR20O;11.0";"AHR20O;11.0";"AHR20O;11.0";"AHR20O;11.0";"AHR20O;11.0";"AHR20O;11.0";"AHR20O;11.0";"AHR20O;11.0";"AHR20O;11.0"
J-15-22;X;"W25EZN;10.0";"W25EZN;10.0";"W25EZN;10.0";"W25EZN;10.0";"W25EZN;10.0";"W25EZN;10.0";"W25EZN;10.0";"W25EZN;10.0";"W25EZN;10.0";"W25EZN;10.0";"W25EZN;10.0";"W25EZN;10.0";"W25EZN;10.0";"W25EZN;10.0";"W25EZN;10.0";"W25EZN;10.0";"W25EZN;10.0";"W25EZN;10.0"
H-18-11;X;"AKP0A7;9.0";"AKP0A7;9.0";"AKP0A7;9.0";"AKP0A7;9.0";"AKP0A7;9.0";"AKP0A7;9.0";"AKP0A7;9.0";"AKP0A7;9.0";"AKP0A7;9.0";"AKP0A7;9.0";"AKP0A7;9.0";"AKP0A7;9.0";"AKP0A7;9.0";"AKP0A7;9.0";"AKP0A7;9.0";"AKP0A7;9.0";"AKP0A7;9.0";"AKP0A7;9.0"
H-06-23;X;"2T1DJM;12.0";"2T1DJM;12.0";"2T1DJM;12.0";"2T1DJM;12.0";"2T1DJM;12.0";"2T1DJM;12.0";"2T1DJM;12.0";"2T1DJM;12.0";"2T1DJM;12.0";"2T1DJM;12.0";"2T1DJM;12.0";"2T1DJM;12.0";"2T1DJM;12.0";"2T1DJM;12.0";"2T1DJM;12.0";"2T1DJM;12.0";"2T1DJM;12.0";"2T1DJM;12.0"
I-08-11;X;"IA7X1P;11.0";"IA7X1P;11.0";"IA7X1P;11.0";"IA7X1P;11.0";"IA7X1P;11.0";"IA7X1P;11.0";"IA7X1P;11.0";"IA7X1P;11.0";"IA7X1P;11.0";"IA7X1P;11.0";"IA7X1P;11.0";"IA7X1P;11.0";"IA7X1P;11.0";"IA7X1P;11.0";"IA7X1P;11.0";"IA7X1P;11.0";"IA7X1P;11.0";"IA7X1P;11.0"
I-16-13;X;"G8ASPE;9.0";"G8ASPE;9.0";"G8ASPE;9.0";"G8ASPE;9.0";"G8ASPE;9.0";"G8ASPE;9.0";"G8ASPE;9.0";"G8ASPE;9.0";"G8ASPE;9.0";"G8ASPE;9.0";"G8ASPE;9.0";"G8ASPE;9.0";"G8ASPE;9.0";"G8ASPE;9.0";"G8ASPE;9.0";"G8ASPE;9.0";"G8ASPE;9.0";"G8ASPE;9.0"
H-18-21;X;"AKP0A7;9.5";"AKP0A7;9.5";"AKP0A7;9.5";"AKP0A7;9.5";"AKP0A7;9.5";"AKP0A7;9.5";"AKP0A7;9.5";"AKP0A7;9.5";"AKP0A7;9.5";"AKP0A7;9.5";"AKP0A7;9.5";"AKP0A7;9.5";"AKP0A7;9.5";"AKP0A7;9.5";"AKP0A7;9.5";"AKP0A7;9.5";"AKP0A7;9.5";"AKP0A7;9.5"
I-05-13;X;"8D9SAW;12.0";"8D9SAW;12.0";"8D9SAW;12.0";"8D9SAW;12.0";"8D9SAW;12.0";"8D9SAW;12.0";"8D9SAW;12.0";"8D9SAW;12.0";"8D9SAW;12.0";"8D9SAW;12.0";"8D9SAW;12.0";"8D9SAW;12.0";"8D9SAW;12.0";"8D9SAW;12.0";"8D9SAW;12.0";"8D9SAW;12.0";"8D9SAW;12.0";"8D9SAW;12.0"
I-08-21;X;"IA7X1P;9.0";"IA7X1P;9.0";"IA7X1P;9.0";"IA7X1P;9.0";"IA7X1P;9.0";"IA7X1P;9.0";"IA7X1P;9.0";"IA7X1P;9.0";"IA7X1P;9.0";"IA7X1P;9.0";"IA7X1P;9.0";"IA7X1P;9.0";"IA7X1P;9.0";"IA7X1P;9.0";"IA7X1P;9.0";"IA7X1P;9.0";"IA7X1P;9.0";"IA7X1P;9.0"
I-16-23;X;"NISP6K;7.0";"NISP6K;7.0";"NISP6K;7.0";"NISP6K;7.0";"NISP6K;7.0";"NISP6K;7.0";"NISP6K;7.0";"NISP6K;7.0";"NISP6K;7.0";"NISP6K;7.0";"NISP6K;7.0";"NISP6K;7.0";"NISP6K;7.0";"NISP6K;7.0";"NISP6K;7.0";"NISP6K;7.0";"NISP6K;7.0";"NISP6K;7.0"
I-17-11;X;"XUZJ74;10.5";"XUZJ74;10.5";"XUZJ74;10.5";"XUZJ74;10.5";"XUZJ74;10.5";"XUZJ74;10.5";"XUZJ74;10.5";"XUZJ74;10.5";"XUZJ74;10.5";"XUZJ74;10.5";"XUZJ74;10.5";"XUZJ74;10.5";"XUZJ74;10.5";"XUZJ74;10.5";"XUZJ74;10.5";"XUZJ74;10.5";"XUZJ74;10.5";"XUZJ74;10.5"
I-05-23;X;"KUFVRI;9.5";"KUFVRI;9.5";"KUFVRI;9.5";"KUFVRI;9.5";"KUFVRI;9.5";"KUFVRI;9.5";"KUFVRI;9.5";"KUFVRI;9.5";"KUFVRI;9.5";"KUFVRI;9.5";"KUFVRI;9.5";"KUFVRI;9.5";"KUFVRI;9.5";"KUFVRI;9.5";"KUFVRI;9.5";"KUFVRI;9.5";"KUFVRI;9.5";"KUFVRI;9.5"
J-07-11;X;"LXJQVG;10.5";"LXJQVG;10.5";"LXJQVG;10.5";"LXJQVG;10.5";"LXJQVG;10.5";"LXJQVG;10.5";"LXJQVG;10.5";"LXJQVG;10.5";"LXJQVG;10.5";"LXJQVG;10.5";"LXJQVG;10.5";"LXJQVG;10.5";"LXJQVG;10.5";"LXJQVG;10.5";"LXJQVG;10.5";"LXJQVG;10.5";"LXJQVG;10.5";"LXJQVG;10.5"
J-15-13;X;"W25EZN;9.0";"W25EZN;9.0";"W25EZN;9.0";"W25EZN;9.0";"W25EZN;9.0";"W25EZN;9.0";"W25EZN;9.0";"W25EZN;9.0";"W25EZN;9.0";"W25EZN;9.0";"W25EZN;9.0";"W25EZN;9.0";"W25EZN;9.0";"W25EZN;9.0";"W25EZN;9.0";"W25EZN;9.0";"W25EZN;9.0";"W25EZN;9.0"
I-17-21;X;"XUZJ74;9.5";"XUZJ74;9.5";"XUZJ74;9.5";"XUZJ74;9.5";"XUZJ74;9.5";"XUZJ74;9.5";"XUZJ74;9.5";"XUZJ74;9.5";"XUZJ74;9.5";"XUZJ74;9.5";"XUZJ74;9.5";"XUZJ74;9.5";"XUZJ74;9.5";"XUZJ74;9.5";"XUZJ74;9.5";"XUZJ74;9.5";"XUZJ74;9.5";"XUZJ74;9.5"
H-06-12;X;"KTDZY0;11.0";"KTDZY0;11.0";"KTDZY0;11.0";"KTDZY0;11.0";"KTDZY0;11.0";"KTDZY0;11.0";"KTDZY0;11.0";"KTDZY0;11.0";"KTDZY0;11.0";"KTDZY0;11.0";"KTDZY0;11.0";"KTDZY0;11.0";"KTDZY0;11.0";"KTDZY0;11.0";"KTDZY0;11.0";"KTDZY0;11.0";"KTDZY0;11.0";"KTDZY0;11.0"
J-07-21;X;"TNAHD4;11.0";"TNAHD4;11.0";"TNAHD4;11.0";"TNAHD4;11.0";"TNAHD4;11.0";"TNAHD4;11.0";"TNAHD4;11.0";"TNAHD4;11.0";"TNAHD4;11.0";"TNAHD4;11.0";"TNAHD4;11.0";"TNAHD4;11.0";"TNAHD4;11.0";"TNAHD4;11.0";"TNAHD4;11.0";"TNAHD4;11.0";"TNAHD4;11.0";"TNAHD4;11.0"
J-15-23;X;"HXQR4L;9.0";"HXQR4L;9.0";"HXQR4L;9.0";"HXQR4L;9.0";"HXQR4L;9.0";"HXQR4L;9.0";"HXQR4L;9.0";"HXQR4L;9.0";"HXQR4L;9.0";"HXQR4L;9.0";"HXQR4L;9.0";"HXQR4L;9.0";"HXQR4L;9.0";"HXQR4L;9.0";"HXQR4L;9.0";"HXQR4L;9.0";"HXQR4L;9.0";"HXQR4L;9.0"
H-18-12;X;"IA7X1P;10.5";"IA7X1P;10.5";"IA7X1P;10.5";"IA7X1P;10.5";"IA7X1P;10.5";"IA7X1P;10.5";"IA7X1P;10.5";"IA7X1P;10.5";"IA7X1P;10.5";"IA7X1P;10.5";"IA7X1P;10.5";"IA7X1P;10.5";"IA7X1P;10.5";"IA7X1P;10.5";"IA7X1P;10.5";"IA7X1P;10.5";"IA7X1P;10.5";"IA7X1P;10.5"
H-06-22;X;"6M2FJM;10.5";"6M2FJM;10.5";"6M2FJM;10.5";"6M2FJM;10.5";"6M2FJM;10.5";"6M2FJM;10.5";"6M2FJM;10.5";"6M2FJM;10.5";"6M2FJM;10.5";"6M2FJM;10.5";"6M2FJM;10.5";"6M2FJM;10.5";"6M2FJM;10.5";"6M2FJM;10.5";"6M2FJM;10.5";"6M2FJM;10.5";"6M2FJM;10.5";"6M2FJM;10.5"
H-18-22;X;"V7JUQL;10.0";"V7JUQL;10.0";"V7JUQL;10.0";"V7JUQL;10.0";"V7JUQL;10.0";"V7JUQL;10.0";"V7JUQL;10.0";"V7JUQL;10.0";"V7JUQL;10.0";"V7JUQL;10.0";"V7JUQL;10.0";"V7JUQL;10.0";"V7JUQL;10.0";"V7JUQL;10.0";"V7JUQL;10.0";"V7JUQL;10.0";"V7JUQL;10.0";"V7JUQL;10.0"
I-05-12;X;"AHR20O;12.0";"AHR20O;12.0";"AHR20O;12.0";"AHR20O;12.0";"AHR20O;12.0";"AHR20O;12.0";"AHR20O;12.0";"AHR20O;12.0";"AHR20O;12.0";"AHR20O;12.0";"AHR20O;12.0";"AHR20O;12.0";"AHR20O;12.0";"AHR20O;12.0";"AHR20O;12.0";"AHR20O;12.0";"AHR20O;12.0";"AHR20O;12.0"
I-06-13;X;"AHR20O;10.5";"AHR20O;10.5";"AHR20O;10.5";"AHR20O;10.5";"AHR20O;10.5";"AHR20O;10.5";"AHR20O;10.5";"AHR20O;10.5";"AHR20O;10.5";"AHR20O;10.5";"AHR20O;10.5";"AHR20O;10.5";"AHR20O;10.5";"AHR20O;10.5";"AHR20O;10.5";"AHR20O;10.5";"AHR20O;10.5";"AHR20O;10.5"
I-18-11;X;"AHR20O;9.5";"AHR20O;9.5";"AHR20O;9.5";"AHR20O;9.5";"AHR20O;9.5";"AHR20O;9.5";"AHR20O;9.5";"AHR20O;9.5";"AHR20O;9.5";"AHR20O;9.5";"AHR20O;9.5";"AHR20O;9.5";"AHR20O;9.5";"AHR20O;9.5";"AHR20O;9.5";"AHR20O;9.5";"AHR20O;9.5";"AHR20O;9.5"
I-17-12;X;"W25EZN;9.5";"W25EZN;9.5";"W25EZN;9.5";"W25EZN;9.5";"W25EZN;9.5";"W25EZN;9.5";"W25EZN;9.5";"W25EZN;9.5";"W25EZN;9.5";"W25EZN;9.5";"W25EZN;9.5";"W25EZN;9.5";"W25EZN;9.5";"W25EZN;9.5";"W25EZN;9.5";"W25EZN;9.5";"W25EZN;9.5";"W25EZN;9.5"
I-05-22;X;"KUFVRI;12.0";"KUFVRI;12.0";"KUFVRI;12.0";"KUFVRI;12.0";"KUFVRI;12.0";"KUFVRI;12.0";"KUFVRI;12.0";"KUFVRI;12.0";"KUFVRI;12.0";"KUFVRI;12.0";"KUFVRI;12.0";"KUFVRI;12.0";"KUFVRI;12.0";"KUFVRI;12.0";"KUFVRI;12.0";"KUFVRI;12.0";"KUFVRI;12.0";"KUFVRI;12.0"
I-06-23;X;"32ZKOX;9.0";"32ZKOX;9.0";"32ZKOX;9.0";"32ZKOX;9.0";"32ZKOX;9.0";"32ZKOX;9.0";"32ZKOX;9.0";"32ZKOX;9.0";"32ZKOX;9.0";"32ZKOX;9.0";"32ZKOX;9.0";"32ZKOX;9.0";"32ZKOX;9.0";"32ZKOX;9.0";"32ZKOX;9.0";"32ZKOX;9.0";"32ZKOX;9.0";"32ZKOX;9.0"
I-18-21;X;"LXJQVG;9.5";"LXJQVG;9.5";"LXJQVG;9.5";"LXJQVG;9.5";"LXJQVG;9.5";"LXJQVG;9.5";"LXJQVG;9.5";"LXJQVG;9.5";"LXJQVG;9.5";"LXJQVG;9.5";"LXJQVG;9.5";"LXJQVG;9.5";"LXJQVG;9.5";"LXJQVG;9.5";"LXJQVG;9.5";"LXJQVG;9.5";"LXJQVG;9.5";"LXJQVG;9.5"
