Location;ABCCOD;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18
K-13-30;C;"6NDM0O;13";"CST1KC;7";"CVU3QV;6";"RAUDQ6;15";"9KHDG3;15";"05W6TK;16";"IJBSQT;15";"SWN7AU;13";"ETU70R;9";"4SD17H;6";"8D9SAW;10";"VWXLZJ;11";"TAHFOD;10";"D05ZS7;11";"ODZZLY;4";"1D2ILZ;10";"XLTRGL;16";"4ILN0A;12"
K-13-40;C;"V6K6JX;9";"JUUL5B;7";"KZ5VR3;13";"Q50W5L;11";"EO69NY;8";"UHYJ3A;16";"Q50W5L;8";"HOUGRO;9";"NISP6K;8";"G8ASPE;13";"6WT73N;9";"ZRCYSH;4";"YMN5EM;13";"VHQ356;10";"6NDM0O;11";"Z26SRT;6";"05W6TK;11";"XUZJ74;13"
K-14-30;C;"SMMRK3;6";"H51IVV;16";"I1KDJ0;5";"F0P5OQ;7";"UNPPMJ;4";"EO69NY;5";"J2URNJ;8";"ADT9MG;4";"YF0X2Z;16";"XUZJ74;7";"69L9MX;4";"4E0KXI;7";"HOUGRO;10";"U8203G;11";"NM6C73;11";"6M2FJM;9";"JEGRCL;15";"HA0BOB;6"
K-14-40;C;"63KAC1;12";"0LNUOV;13";"B24J86;11";"5P2MVG;7";"SWN7AU;6";"8D9SAW;11";"K3YA1X;16";"5P2MVG;9";"F98BNI;10";"B24J86;8";"M8W7TS;9";"122OKQ;5";"PY5UPB;9";"W25EZN;16";"8BSFSA;16";"O7AXAK;8";"X0HH8Y;11";"C5O9C9;8"
K-15-30;C;"8BSFSA;15";"QXS5D1;15";"VHQ356;5";"SY1DDY;14";"RUUOCB;12";"SVJZKL;7";"YMN5EM;13";"O9YFO8;11";"ZX6MUV;14";"FJ25W1;6";"O7TSVL;9";"YRRNGL;8";"7BU1V7;4";"S90CD9;16";"O7TSVL;5";"O7TSVL;8";"QXS5D1;11";"8BSFSA;9"
K-15-40;C;"B24J86;7";"HOUGRO;5";"EBKM6C;14";"4E0KXI;6";"8E9F1P;4";"8N10W9;6";"ASG1IT;5";"T3NVTG;13";"KUFVRI;4";"KZ5VR3;10";"EYEOXS;9";"J3FI7N;4";"CVU3QV;9";"IPGA7X;9";"O9YFO8;6";"YXGRMP;15";"A19092;11";"UDF17E;10"
K-16-30;C;"W25EZN;12";"HGXJD0;15";"2OAVPY;9";"69L9MX;10";"1D2ILZ;5";"UMKYTJ;6";"V7JUQL;13";"EUMBM7;10";"JCNON3;10";"CVU3QV;8";"YE890X;12";"8D9SAW;8";"2T1DJM;15";"RBKNR4;5";"C5O9C9;6";"NJVZEL;13";"ZRCYSH;13";"E2ES5Z;15"
K-16-40;C;"0LNUOV;9";"0SJH1Z;6";"6NDM0O;16";"HXQR4L;6";"C5O9C9;12";"T3NVTG;11";"IYXV3Z;4";"UMKYTJ;6";"GPBMZJ;14";"HA0BOB;8";"IJBSQT;15";"32ZKOX;9";"6MKIC6;14";"TAHFOD;11";"Z26SRT;6";"F98BNI;7";"TLFT43;14";"SY1DDY;8"
K-17-30;C;"QM2UH1;9";"IAKTYD;9";"HI2X6U;9";"ZGYCSW;5";"HCMI82;16";"DSQXYR;9";"69L9MX;16";"QP56BU;8";"A7MDBC;9";"D05ZS7;9";"Q50W5L;8";"5MNTT7;5";"JHSQHS;4";"6N3PKW;10";"1A6YTA;5";"T3NVTG;11";"O7AXAK;12";"AKP0A7;4"
K-17-40;C;"UCRNWD;10";"H1I7JZ;6";"WH1BJI;15";"5X8RAN;6";"8BSFSA;7";"V7JUQL;12";"XSFSKX;4";"5HQR89;6";"EA91CP;5";"32ZKOX;8";"DNLEH7;7";"NISP6K;12";"SMMRK3;13";"TBCCF7;15";"A7MDBC;4";"PY5UPB;16";"1JT1XB;7";"JCNON3;10"
K-18-30;C;"AKP0A7;13";"J3FI7N;8";"9FWH2G;9";"FQ53YY;16";"I2B1FH;8";"W518XY;11";"IYXV3Z;12";"YRRNGL;15";"F98BNI;9";"HCMI82;16";"800OVF;7";"QP56BU;7";"ADT9MG;13";"HLOISD;14";"800OVF;9";"63KAC1;5";"JWTWL1;7";"QOMHJ2;12"
K-18-40;C;"DSQXYR;16";"TB6WIP;8";"UU4A1K;15";"37VA62;12";"ETU70R;6";"4E0KXI;5";"HCMI82;8";"M8W7TS;14";"CVU3QV;12";"GPBMZJ;5";"E2ES5Z;6";"QP56BU;12";"RBKNR4;6";"SWN7AU;8";"HA0BOB;7";"NM6C73;16";"NJVZEL;10";"F29V5I;4"
K-19-30;C;"J2URNJ;4";"F0P5OQ;15";"Q164T6;4";"O9YFO8;15";"CD1NU9;5";"TAHFOD;6";"MLV9BR;13";"BLJLMQ;6";"37VA62;7";"5P4LRT;15";"6N3PKW;4";"F29V5I;11";"CU53FM;13";"E5CISL;14";"ULG3QT;9";"1D2ILZ;9";"2T1DJM;4";"9VBE59;15"
K-19-40;C;"NJVZEL;11";"6N3PKW;7";"7BU1V7;12";"U8203G;5";"EO69NY;14";"2OAVPY;8";"B24J86;10";"HI2X6U;14";"QM2UH1;13";"EUMBM7;12";"TBCCF7;12";"EO69NY;14";"V6K6JX;7";"6NDM0O;4";"PZUF7K;12";"EYEOXS;14";"O7AXAK;7";"KUFVRI;8"
K-20-30;C;"37VA62;11";"EBKM6C;12";"WRRW1W;7";"02MRUH;9";"ETU70R;6";"DGAONE;12";"JEGRCL;15";"QP56BU;9";"1A6YTA;12";"8N10W9;4";"I1X92B;7";"XFQ9CP;13";"S90CD9;5";"IYXV3Z;11";"CVU3QV;15";"DNLEH7;11";"JCNON3;9";"IPGA7X;6"
K-20-40;C;"V6K6JX;11";"HCMI82;15";"8D9SAW;4";"EO69NY;16";"8N10W9;11";"TAHFOD;7";"4E1WTK;14";"SSQFQA;9";"T3NVTG;14";"NJVZEL;15";"AHR20O;12";"PP9DNA;8";"A19092;14";"HOUGRO;7";"Q50W5L;6";"SWN7AU;8";"YF0X2Z;11";"F73ZE1;13"
K-21-30;C;"D8AMD3;11";"T3NVTG;12";"F98BNI;7";"O7TSVL;8";"D8AMD3;6";"IAKTYD;12";"I1KDJ0;10";"DSQXYR;8";"M67GNC;9";"TB6WIP;7";"CST1KC;10";"VHQ356;4";"JCIIEB;15";"N6JU7C;6";"2T1DJM;15";"H51IVV;9";"XPZSZ1;15";"QM2UH1;8"
K-21-40;C;"IAKTYD;12";"02MRUH;12";"5IXVJ1;7";"H1I7JZ;10";"U8203G;10";"WGHG3L;7";"7BU1V7;15";"FQ53YY;5";"Z26SRT;7";"IA7X1P;8";"9FWH2G;12";"WH1BJI;5";"2T1DJM;8";"VWXLZJ;14";"5P4LRT;16";"2LPO6D;10";"9FWH2G;13";"5HQR89;13"
K-22-30;C;"EO69NY;13";"TLFT43;10";"Z8KPP8;8";"H1I7JZ;7";"32ZKOX;10";"E5CISL;13";"IYV9SV;8";"ZRCYSH;8";"TNZ1OO;15";"XSFSKX;4";"AX7BJ8;6";"J2URNJ;9";"T3NVTG;12";"F7LULH;13";"YXGRMP;12";"Y813MQ;6";"1D2ILZ;9";"X31OGS;6"
K-22-40;C;"1D2ILZ;7";"800OVF;9";"UNPPMJ;5";"RAUDQ6;11";"2Z7ZEP;6";"HGXJD0;15";"TLFT43;13";"MLV9BR;4";"IYXV3Z;6";"5X8RAN;6";"C5O9C9;11";"WH1BJI;5";"JU0ODD;10";"8BSFSA;9";"MLV9BR;12";"AX7BJ8;8";"6WT73N;13";"56TC1Z;12"
K-23-30;C;"2Z7ZEP;12";"FQ53YY;6";"4E1WTK;11";"84ABYS;16";"37VA62;7";"JHSQHS;11";"CVU3QV;10";"TQBVRI;10";"YKQY4X;16";"C5O9C9;16";"HGXJD0;13";"F7LULH;12";"HLOISD;16";"FJ25W1;9";"JU0ODD;11";"YXGRMP;9";"IPGA7X;12";"56TC1Z;4"
K-23-40;C;"EYEOXS;11";"AB9XBU;11";"1A6YTA;16";"W518XY;11";"2LPO6D;5";"KZ5VR3;10";"4SD17H;7";"Y813MQ;6";"5X8RAN;7";"XLTRGL;16";"4E0KXI;10";"0LNUOV;9";"CU53FM;14";"U8203G;12";"IYV9SV;6";"6M2FJM;16";"DGAONE;8";"QXS5D1;12"
K-24-30;C;"XLTRGL;7";"5HQR89;12";"8N10W9;10";"A7MDBC;9";"YKQY4X;8";"APQKWK;8";"5MNTT7;5";"QVFB0Q;16";"PP9DNA;7";"MLV9BR;8";"F7LULH;11";"2T1DJM;4";"RUUOCB;6";"HCMI82;14";"WRRW1W;12";"I1KDJ0;11";"1ENECA;7";"CU53FM;6"
K-24-40;C;"X0HH8Y;15";"EO69NY;7";"GPBMZJ;4";"IJBSQT;11";"6N3PKW;4";"YMN5EM;6";"YMN5EM;15";"NJVZEL;5";"9KHDG3;8";"3LQL9L;15";"IYLV38;16";"M67GNC;11";"N6JU7C;7";"4ILN0A;8";"NM6C73;12";"U8203G;11";"IJBSQT;10";"XPZSZ1;14"
L-01-30;C;"M8W7TS;9";"0SJH1Z;13";"QP56BU;8";"BLJLMQ;14";"FJ25W1;10";"VHQ356;10";"XFQ9CP;14";"6N3PKW;8";"5HQR89;9";"SVJZKL;14";"4E0KXI;16";"V6K6JX;16";"SMMRK3;9";"PY5UPB;14";"D8AMD3;16";"F0P5OQ;15";"TAHFOD;12";"UCRNWD;8"
L-01-40;C;"V6K6JX;4";"RN2DSQ;9";"32ZKOX;6";"IPGA7X;13";"SSQFQA;4";"HI2X6U;16";"QOMHJ2;11";"J2URNJ;13";"J2URNJ;5";"I1X92B;12";"69L9MX;15";"U8203G;12";"ODZZLY;12";"KUFVRI;11";"ZX6MUV;13";"O7TSVL;13";"TQBVRI;11";"6N3PKW;10"
L-02-30;C;"2T1DJM;6";"A19092;13";"JGP0ID;15";"32ZKOX;10";"M8W7TS;4";"UCRNWD;7";"I1X92B;6";"I2B1FH;12";"7GC57K;4";"F7LULH;6";"S90CD9;8";"9KZ6W1;8";"BLJLMQ;9";"IPGA7X;8";"F73ZE1;16";"5IXVJ1;13";"CVU3QV;5";"NJVZEL;15"
L-02-40;C;"066BOU;6";"HXQR4L;16";"6NDM0O;14";"6WT73N;9";"5IXVJ1;4";"LXJQVG;5";"W518XY;7";"XLTRGL;7";"1JT1XB;14";"UHYJ3A;6";"4E0KXI;16";"YXGRMP;9";"F7LULH;12";"UHYJ3A;10";"F7LULH;15";"U95NWB;14";"ZX6MUV;9";"PP9DNA;4"
L-03-30;C;"F0P5OQ;5";"EUMBM7;6";"JHSQHS;5";"YXGRMP;16";"PZUF7K;13";"FJ25W1;7";"70EPUK;9";"HCMI82;8";"A7MDBC;5";"XFQ9CP;12";"UNPPMJ;13";"ZVUW6Z;14";"KUFVRI;4";"QTMT7N;16";"CVU3QV;13";"5P2MVG;10";"Z26SRT;7";"XSFSKX;8"
L-03-40;C;"JCNON3;5";"05W6TK;6";"3LQL9L;14";"NM6C73;11";"JHSQHS;16";"M67GNC;13";"JUUL5B;11";"ZGYCSW;4";"IAKTYD;15";"6NDM0O;16";"YRRNGL;9";"70EPUK;12";"PZUF7K;16";"YXGRMP;12";"EBKM6C;6";"Q164T6;12";"QXS5D1;9";"EO69NY;16"
L-04-30;C;"KTDZY0;7";"ZGYCSW;8";"M67GNC;10";"X31OGS;9";"122OKQ;4";"C5O9C9;5";"69L9MX;6";"TNZ1OO;9";"VWXLZJ;4";"UHYJ3A;4";"YXGRMP;13";"WRRW1W;16";"05W6TK;12";"O7AXAK;9";"ZGYCSW;9";"F0P5OQ;11";"YE890X;5";"YMN5EM;9"
L-04-40;C;"D05ZS7;5";"5P4LRT;16";"KUFVRI;14";"QTMT7N;11";"2Z7ZEP;7";"AX7BJ8;16";"D8AMD3;16";"F73ZE1;16";"4E1WTK;14";"SVJZKL;15";"VWXLZJ;4";"J3FI7N;8";"HCMI82;4";"5X8RAN;4";"IAKTYD;4";"AHR20O;16";"5P4LRT;6";"05W6TK;8"
L-05-30;C;"F7LULH;14";"XSFSKX;6";"H51IVV;16";"6N3PKW;14";"FJ25W1;5";"4E0KXI;15";"C5O9C9;6";"84ABYS;16";"ZRCYSH;13";"F73ZE1;8";"EUMBM7;6";"H51IVV;8";"TAHFOD;11";"DF3KQM;7";"QM2UH1;7";"6WT73N;4";"W518XY;11";"UHYJ3A;6"
L-05-40;C;"WH1BJI;8";"HOUJQN;10";"F7LULH;5";"EO69NY;6";"V6K6JX;10";"RUUOCB;4";"S90CD9;14";"FJ25W1;13";"W518XY;13";"QVFB0Q;8";"A19092;4";"HXQR4L;9";"B24J86;4";"C5O9C9;12";"1A6YTA;7";"XLTRGL;13";"2OAVPY;7";"A7MDBC;16"
L-06-30;C;"IYLV38;12";"7GC57K;15";"GPBMZJ;11";"5P2MVG;14";"SY1DDY;5";"ULG3QT;4";"70EPUK;5";"DSQXYR;13";"ADT9MG;6";"N6JU7C;9";"2Z7ZEP;8";"JWTWL1;11";"1D2ILZ;16";"VWXLZJ;4";"0SJH1Z;11";"TAHFOD;9";"Q50W5L;6";"WRRW1W;14"
L-06-40;C;"JCIIEB;12";"ETU70R;14";"ODZZLY;13";"800OVF;13";"BLJLMQ;5";"F0P5OQ;13";"D8AMD3;10";"HXQR4L;14";"ZGYCSW;4";"RBKNR4;6";"5P2MVG;15";"IYLV38;6";"WGHG3L;15";"APQKWK;8";"05W6TK;15";"XLTRGL;11";"HGXJD0;8";"9VBE59;5"
L-07-30;C;"DNLEH7;6";"I2B1FH;6";"QVFB0Q;16";"I1X92B;4";"5HQR89;8";"VHQ356;8";"JCIIEB;6";"HOUGRO;14";"2T1DJM;5";"IYV9SV;14";"0SJH1Z;9";"F29V5I;15";"SSQFQA;8";"7BU1V7;12";"32ZKOX;16";"XUZJ74;5";"4E1WTK;5";"M67GNC;10"
L-07-40;C;"I1X92B;13";"N6JU7C;10";"XUZJ74;7";"XSFSKX;13";"WRRW1W;13";"JU0ODD;5";"KTDZY0;15";"LXJQVG;6";"B24J86;5";"QP56BU;11";"XLTRGL;13";"6M2FJM;14";"J2URNJ;11";"9VBE59;15";"RBKNR4;5";"2T1DJM;9";"N6JU7C;11";"Q50W5L;13"
L-08-30;C;"PC1PMV;5";"X0HH8Y;15";"IAKTYD;5";"EO69NY;16";"9VBE59;15";"CD1NU9;14";"QOMHJ2;12";"EA91CP;14";"M67GNC;4";"K3YA1X;9";"XLTRGL;13";"Z26SRT;15";"QM2UH1;13";"32ZKOX;11";"IYXV3Z;14";"NJVZEL;12";"PP9DNA;5";"D8AMD3;7"
L-08-40;C;"6M2FJM;5";"122OKQ;14";"1JT1XB;10";"84ABYS;11";"2OAVPY;13";"IPGA7X;6";"EYEOXS;5";"JGP0ID;9";"ZRCYSH;11";"EUMBM7;9";"PP9DNA;14";"CVU3QV;4";"JGP0ID;11";"7GC57K;6";"UDF17E;8";"W518XY;13";"UHYJ3A;14";"A19092;5"
L-09-30;C;"VWXLZJ;4";"ZRCYSH;6";"I1KDJ0;12";"TB6WIP;9";"IA7X1P;10";"EBKM6C;7";"JCIIEB;4";"AB9XBU;10";"RBKNR4;10";"ADT9MG;9";"YXGRMP;12";"F29V5I;7";"AB9XBU;6";"HI2X6U;5";"PC1PMV;11";"9KZ6W1;7";"AHR20O;4";"69L9MX;12"
L-09-40;C;"I1X92B;9";"ULG3QT;9";"05W6TK;6";"JHSQHS;10";"1A6YTA;11";"63KAC1;7";"800OVF;15";"UHYJ3A;11";"84ABYS;5";"W25EZN;8";"5MNTT7;5";"ADT9MG;8";"D8AMD3;10";"JWTWL1;8";"UNPPMJ;11";"SVFO5S;15";"IA7X1P;13";"9VBE59;9"
L-10-30;C;"HCMI82;6";"TOENMT;4";"H51IVV;12";"SVFO5S;14";"0LNUOV;10";"DGAONE;12";"Z26SRT;10";"TB6WIP;12";"YF0X2Z;15";"TLFT43;7";"5X8RAN;9";"DGAONE;7";"YXGRMP;13";"K3YA1X;9";"M67GNC;14";"Y813MQ;10";"1JT1XB;11";"IYV9SV;4"
L-10-40;C;"EQQBND;11";"7GC57K;9";"EYEOXS;10";"HXQR4L;5";"VHQ356;10";"4ILN0A;5";"ZVUW6Z;4";"HGXJD0;15";"HOUJQN;11";"HGXJD0;4";"9VBE59;6";"O9YFO8;12";"SVJZKL;16";"SVFO5S;12";"QVFB0Q;13";"9KZ6W1;9";"K3YA1X;10";"DSQXYR;4"
L-13-30;C;"J2URNJ;4";"XSFSKX;10";"8E9F1P;14";"1D2ILZ;6";"9KHDG3;14";"RN2DSQ;5";"X0HH8Y;5";"1ENECA;15";"YF0X2Z;12";"QP56BU;9";"EYEOXS;4";"56TC1Z;14";"0LNUOV;14";"1ENECA;4";"NISP6K;8";"JU0ODD;7";"W518XY;8";"XLTRGL;12"
L-13-40;C;"AKP0A7;11";"GPBMZJ;13";"O9YFO8;11";"AX7BJ8;4";"ZRCYSH;8";"37VA62;6";"EA91CP;8";"5X8RAN;7";"M8W7TS;14";"AHSNWF;5";"PZUF7K;7";"AX7BJ8;4";"SVFO5S;15";"JU0ODD;5";"XUZJ74;11";"AX7BJ8;4";"CVU3QV;11";"3LQL9L;11"
L-14-30;C;"QTMT7N;6";"2OAVPY;13";"Z26SRT;9";"8E9F1P;5";"HLOISD;8";"IYV9SV;6";"XUZJ74;13";"UCRNWD;7";"JCNON3;6";"VWXLZJ;13";"AHSNWF;7";"TAHFOD;15";"ASG1IT;5";"DNLEH7;10";"PC1PMV;8";"JCIIEB;4";"4E0KXI;7";"I1KDJ0;10"
L-14-40;C;"H51IVV;15";"IJBSQT;16";"DF3KQM;7";"D8AMD3;9";"IJBSQT;5";"56TC1Z;11";"JCNON3;8";"TB6WIP;16";"5MNTT7;11";"S90CD9;11";"LXJQVG;7";"RUUOCB;7";"YKQY4X;8";"5MNTT7;7";"DGAONE;11";"YMN5EM;15";"TQBVRI;12";"KZ5VR3;15"
L-15-30;C;"5P4LRT;5";"YKQY4X;14";"QXS5D1;16";"JUUL5B;12";"E2ES5Z;9";"GPBMZJ;5";"XSFSKX;5";"PZUF7K;6";"JU0ODD;10";"QVFB0Q;12";"PY5UPB;11";"O7TSVL;14";"I2B1FH;5";"70EPUK;10";"X0HH8Y;6";"HGXJD0;6";"TOENMT;5";"S90CD9;7"
L-15-40;C;"UHYJ3A;15";"CVU3QV;13";"E5CISL;14";"Q164T6;15";"5IXVJ1;5";"5IXVJ1;8";"F7LULH;9";"QVFB0Q;9";"F29V5I;10";"UCRNWD;7";"HXQR4L;6";"HOUJQN;11";"4SD17H;14";"1JT1XB;16";"DSQXYR;12";"HCMI82;9";"EA91CP;13";"6NDM0O;4"
L-16-30;C;"Z8KPP8;8";"V7JUQL;7";"SVFO5S;14";"IYLV38;11";"ZRCYSH;12";"KZ5VR3;10";"JCNON3;4";"32ZKOX;15";"RAUDQ6;10";"JU0ODD;16";"NJVZEL;8";"RUUOCB;4";"RN2DSQ;15";"JUUL5B;14";"SWN7AU;15";"XUZJ74;11";"DSQXYR;8";"HI2X6U;16"
L-16-40;C;"WRRW1W;14";"O7TSVL;4";"VHQ356;10";"XLTRGL;12";"5MNTT7;9";"IYV9SV;16";"JCNON3;8";"2LPO6D;6";"Z8KPP8;6";"F98BNI;8";"SWN7AU;14";"J3FI7N;15";"SVJZKL;10";"YE890X;8";"RBKNR4;15";"HI2X6U;4";"UU4A1K;10";"EAJXUV;15"
L-17-30;C;"8D9SAW;15";"56TC1Z;9";"YKQY4X;4";"63KAC1;10";"6M2FJM;11";"HI2X6U;4";"AB9XBU;15";"YN8OHN;7";"8E9F1P;14";"56TC1Z;12";"9S4AF8;11";"KUFVRI;14";"1ENECA;10";"HI2X6U;9";"V6K6JX;11";"UMKYTJ;7";"84ABYS;4";"NM6C73;4"
L-17-40;C;"IJBSQT;6";"QOMHJ2;10";"8E9F1P;6";"EBKM6C;12";"TNZ1OO;13";"ETU70R;16";"63KAC1;4";"EA91CP;9";"IYLV38;8";"1JT1XB;15";"WRRW1W;9";"PZUF7K;5";"5HQR89;9";"ODZZLY;6";"6WT73N;9";"Q50W5L;15";"EBKM6C;6";"UDF17E;9"
L-18-30;C;"7GC57K;15";"JGP0ID;7";"UDF17E;4";"2Z7ZEP;12";"YF0X2Z;11";"Z8KPP8;15";"A19092;4";"Z8KPP8;8";"IA7X1P;16";"EA91CP;15";"8D9SAW;16";"8D9SAW;7";"QVFB0Q;10";"2Z7ZEP;8";"F98BNI;8";"RUUOCB;6";"UU4A1K;15";"KUFVRI;16"
L-18-40;C;"TNAHD4;6";"XLTRGL;11";"PC1PMV;12";"DF3KQM;14";"I2B1FH;13";"EO69NY;10";"YF0X2Z;13";"F29V5I;4";"05W6TK;11";"IYLV38;15";"ETU70R;10";"ULG3QT;12";"TQBVRI;4";"CVU3QV;8";"SSQFQA;14";"AX7BJ8;8";"HOUJQN;5";"AHR20O;14"
L-19-30;C;"4E1WTK;15";"CU53FM;5";"VWXLZJ;6";"EYEOXS;14";"9S4AF8;5";"AB9XBU;5";"I2B1FH;7";"5MNTT7;4";"VWXLZJ;4";"6MKIC6;13";"02MRUH;7";"ODZZLY;13";"2OAVPY;11";"7GC57K;9";"IPGA7X;6";"NJVZEL;8";"6N3PKW;16";"PZUF7K;14"
L-19-40;C;"SY1DDY;5";"J2URNJ;13";"EQQBND;15";"Q164T6;10";"CD1NU9;6";"W518XY;7";"QOMHJ2;13";"HXQR4L;10";"JEGRCL;15";"2T1DJM;10";"JWTWL1;8";"A7MDBC;5";"Q164T6;6";"4E1WTK;6";"UHYJ3A;4";"YE890X;15";"DNLEH7;6";"SVJZKL;6"
L-20-30;C;"Q50W5L;5";"X0HH8Y;11";"QVFB0Q;10";"CST1KC;9";"DNLEH7;15";"4ILN0A;12";"70EPUK;4";"IYV9SV;16";"UMKYTJ;11";"D8AMD3;9";"UCRNWD;9";"Z26SRT;7";"GPBMZJ;9";"IYXV3Z;7";"7BU1V7;14";"YE890X;12";"HGXJD0;5";"IPGA7X;12"
L-20-40;C;"YXGRMP;9";"O9YFO8;6";"ZRCYSH;6";"D8AMD3;15";"CVU3QV;14";"066BOU;10";"JWTWL1;9";"6MKIC6;14";"6NDM0O;5";"KZ5VR3;8";"9VBE59;10";"N6JU7C;9";"4E0KXI;5";"YN8OHN;11";"F0P5OQ;8";"EQQBND;16";"N6JU7C;11";"TOENMT;11"
L-21-30;C;"EYEOXS;7";"A19092;12";"PZUF7K;6";"AHR20O;13";"I1KDJ0;10";"1ENECA;12";"RN2DSQ;13";"CST1KC;5";"W25EZN;7";"XLTRGL;5";"TLFT43;8";"PC1PMV;5";"VHQ356;11";"32ZKOX;14";"CVU3QV;9";"1A6YTA;13";"JU0ODD;10";"8D9SAW;15"
L-21-40;C;"4ILN0A;7";"2Z7ZEP;11";"YE890X;16";"UHYJ3A;4";"XLTRGL;8";"JHSQHS;14";"QVFB0Q;16";"SVJZKL;7";"JU0ODD;14";"EYEOXS;15";"BLJLMQ;10";"56TC1Z;15";"Y813MQ;8";"ZRCYSH;5";"84ABYS;9";"JUUL5B;12";"U8203G;13";"8D9SAW;12"
L-22-30;C;"4E0KXI;14";"IA7X1P;12";"S90CD9;13";"37VA62;10";"HA0BOB;6";"EUMBM7;10";"2T1DJM;11";"RBKNR4;15";"F29V5I;14";"NM6C73;12";"VWXLZJ;6";"8E9F1P;11";"HOUGRO;4";"DNLEH7;12";"RN2DSQ;9";"9KZ6W1;7";"V6K6JX;13";"PZUF7K;11"
L-22-40;C;"YN8OHN;4";"HCMI82;15";"4SD17H;12";"M67GNC;15";"1ENECA;6";"9KZ6W1;6";"8D9SAW;7";"XLTRGL;15";"X31OGS;11";"W518XY;4";"H51IVV;12";"6WT73N;10";"JWTWL1;4";"HGXJD0;9";"0SJH1Z;6";"ZX6MUV;12";"NJVZEL;12";"HI2X6U;14"
L-23-30;C;"WGHG3L;15";"Y813MQ;6";"5P4LRT;11";"E2ES5Z;12";"X0HH8Y;13";"CST1KC;9";"5HQR89;10";"XUZJ74;12";"JHSQHS;5";"SVJZKL;7";"56TC1Z;15";"YF0X2Z;11";"Q50W5L;16";"H1I7JZ;9";"ODZZLY;11";"EAJXUV;15";"TNZ1OO;15";"AHR20O;6"
L-23-40;C;"9KZ6W1;14";"ULG3QT;11";"XSFSKX;9";"KZ5VR3;12";"70EPUK;7";"UHYJ3A;11";"T3NVTG;6";"PY5UPB;12";"AX7BJ8;10";"TBCCF7;11";"7BU1V7;5";"RUUOCB;14";"C5O9C9;7";"SMMRK3;9";"X31OGS;16";"63KAC1;13";"HGXJD0;8";"JCNON3;15"
L-24-30;C;"2OAVPY;15";"O7TSVL;8";"RAUDQ6;15";"WH1BJI;15";"NJVZEL;15";"TAHFOD;7";"IJBSQT;4";"9S4AF8;6";"TAHFOD;10";"05W6TK;6";"3LQL9L;4";"M67GNC;5";"X0HH8Y;14";"J2URNJ;11";"U8203G;7";"YF0X2Z;13";"UDF17E;14";"4SD17H;4"
L-24-40;C;"MLV9BR;6";"F29V5I;16";"8N10W9;15";"AB9XBU;15";"UU4A1K;6";"D8AMD3;8";"0LNUOV;16";"T3NVTG;7";"ETU70R;8";"4E0KXI;10";"F0P5OQ;4";"5IXVJ1;6";"63KAC1;10";"IAKTYD;12";"N6JU7C;4";"ETU70R;6";"TBCCF7;12";"1JT1XB;8"
M-01-30;C;"AHSNWF;11";"CVU3QV;5";"KTDZY0;5";"TLFT43;4";"02MRUH;6";"RAUDQ6;8";"ASG1IT;6";"0SJH1Z;12";"69L9MX;4";"YN8OHN;12";"YF0X2Z;9";"05W6TK;7";"066BOU;9";"TOENMT;9";"JHSQHS;13";"ODZZLY;12";"EQQBND;7";"F98BNI;9"
M-01-40;C;"9KHDG3;5";"TNZ1OO;16";"WGHG3L;9";"4SD17H;13";"MLV9BR;8";"ADT9MG;14";"SVJZKL;9";"AX7BJ8;11";"TQBVRI;14";"QM2UH1;7";"YF0X2Z;15";"IPGA7X;13";"I2B1FH;9";"122OKQ;15";"EO69NY;4";"8BSFSA;11";"SMMRK3;5";"1A6YTA;9"
M-02-30;C;"E2ES5Z;7";"QP56BU;8";"56TC1Z;8";"I1X92B;11";"XPZSZ1;6";"YE890X;16";"SVFO5S;12";"YXGRMP;12";"TNZ1OO;16";"JCNON3;14";"UU4A1K;10";"FJ25W1;15";"CD1NU9;13";"B24J86;9";"9VBE59;4";"N6JU7C;10";"J2URNJ;8";"5MNTT7;8"
M-02-40;C;"YXGRMP;10";"NM6C73;9";"SVFO5S;14";"TOENMT;11";"FJ25W1;8";"Q50W5L;13";"YXGRMP;4";"NJVZEL;11";"I1KDJ0;5";"5X8RAN;8";"M67GNC;11";"A7MDBC;7";"6NDM0O;14";"X0HH8Y;7";"9FWH2G;13";"0SJH1Z;13";"HI2X6U;15";"JGP0ID;10"
M-03-30;C;"9VBE59;7";"WH1BJI;6";"4ILN0A;9";"JWTWL1;8";"DF3KQM;5";"CST1KC;13";"N6JU7C;10";"IYV9SV;10";"O7AXAK;11";"ODZZLY;6";"CU53FM;15";"TAHFOD;5";"SSQFQA;13";"CST1KC;8";"EQQBND;15";"ZGYCSW;16";"YKQY4X;14";"QP56BU;10"
M-03-40;C;"TLFT43;16";"1D2ILZ;13";"ETU70R;9";"8BSFSA;8";"YE890X;15";"9S4AF8;7";"4E0KXI;15";"F7LULH;16";"SWN7AU;10";"UHYJ3A;10";"B24J86;14";"NJVZEL;13";"JEGRCL;5";"IYV9SV;6";"6MKIC6;5";"5P4LRT;5";"SMMRK3;10";"QP56BU;8"
